Date,WORLD,G7 INDEX,MSCI Emerging Markets Top 100 Select Index,NORTH AMERICA,PACIFIC,PACIFIC ex JAPAN,EAFE,EMU,EU,EURO,EUROPE,FAR EAST,EM ASIA,ASEAN,BRIC,EFM (EMERGING + FRONTIER MARKETS),EM 50,EM ASEAN,EM LATIN AMERICA,EM FAR EAST,EM EUROPE & MIDDLE EAST,EM EUROPE,EM EMEA,EM EASTERN EUROPE,FM (FRONTIER MARKETS),FM AFRICA,FM ASIA INDEX,FM CENTRAL & EASTERN EUROPE + CIS,FM EMEA,FM LATIN AMERICA & CARIBBEAN INDEX,GOLDEN DRAGON,FRONTIER EMERGING MARKETS
1969-12-31,100.00,,,100.00,100.00,100.00,100.00,,,,100.00,100.00,,,,,,,,,,,,,,,,,,,,
1970-01-30,94.53,,,93.64,98.21,97.75,98.92,,,,99.23,98.82,,,,,,,,,,,,,,,,,,,,
1970-02-27,97.56,,,98.76,98.93,97.53,96.68,,,,96.25,100.39,,,,,,,,,,,,,,,,,,,,
1970-03-31,97.95,,,99.42,101.50,97.52,98.23,,,,97.56,104.31,,,,,,,,,,,,,,,,,,,,
1970-04-30,88.88,,,90.76,90.14,88.05,90.10,,,,90.49,92.61,,,,,,,,,,,,,,,,,,,,
1970-05-29,83.36,,,85.48,86.79,83.09,85.66,,,,85.76,90.29,,,,,,,,,,,,,,,,,,,,
1970-06-30,81.39,,,82.65,91.39,92.44,87.57,,,,86.87,92.14,,,,,,,,,,,,,,,,,,,,
1970-07-31,86.53,,,88.73,92.79,95.71,91.10,,,,91.10,92.81,,,,,,,,,,,,,,,,,,,,
1970-08-31,89.46,,,92.36,92.17,95.54,91.52,,,,91.88,92.21,,,,,,,,,,,,,,,,,,,,
1970-09-30,92.44,,,95.71,91.58,95.57,92.21,,,,92.98,91.25,,,,,,,,,,,,,,,,,,,,
1970-10-30,91.16,,,94.99,89.54,88.13,91.49,,,,92.61,92.24,,,,,,,,,,,,,,,,,,,,
1970-11-30,93.30,,,100.07,86.82,85.09,87.60,,,,88.47,90.16,,,,,,,,,,,,,,,,,,,,
1970-12-31,98.02,,,105.57,88.01,86.98,89.49,,,,90.65,91.41,,,,,,,,,,,,,,,,,,,,
1971-01-29,102.62,,,110.29,90.95,86.43,93.15,,,,94.61,96.49,,,,,,,,,,,,,,,,,,,,
1971-02-26,103.79,,,111.43,93.01,84.57,94.02,,,,94.99,100.20,,,,,,,,,,,,,,,,,,,,
1971-03-31,108.44,,,115.96,99.61,88.55,98.10,,,,98.22,107.88,,,,,,,,,,,,,,,,,,,,
1971-04-30,112.07,,,120.00,102.57,87.08,101.92,,,,102.38,113.61,,,,,,,,,,,,,,,,,,,,
1971-05-31,109.50,,,115.56,102.05,86.88,103.87,,,,105.31,113.86,,,,,,,,,,,,,,,,,,,,
1971-06-30,110.70,,,116.30,110.20,90.72,106.35,,,,106.29,125.49,,,,,,,,,,,,,,,,,,,,
1971-07-30,109.02,,,112.60,109.61,88.18,110.90,,,,111.21,126.21,,,,,,,,,,,,,,,,,,,,
1971-08-31,111.49,,,117.19,105.25,89.25,109.36,,,,111.19,120.92,,,,,,,,,,,,,,,,,,,,
1971-09-30,110.52,,,115.81,105.84,84.78,107.74,,,,109.09,125.52,,,,,,,,,,,,,,,,,,,,
1971-10-29,106.43,,,111.61,103.07,84.82,104.36,,,,105.57,121.17,,,,,,,,,,,,,,,,,,,,
1971-11-30,107.43,,,112.17,105.91,79.63,107.83,,,,108.57,125.92,,,,,,,,,,,,,,,,,,,,
1971-12-31,117.19,,,119.52,122.12,96.39,117.42,,,,116.06,142.56,,,,,,,,,,,,,,,,,,,,
1972-01-31,121.58,,,122.22,128.20,94.68,124.25,,,,123.07,152.98,,,,,,,,,,,,,,,,,,,,
1972-02-29,126.35,,,125.72,139.80,102.97,132.41,,,,129.87,166.29,,,,,,,,,,,,,,,,,,,,
1972-03-31,128.20,,,127.64,147.10,108.35,136.78,,,,133.59,175.82,,,,,,,,,,,,,,,,,,,,
1972-04-28,129.99,,,127.95,153.04,109.53,140.06,,,,136.25,185.69,,,,,,,,,,,,,,,,,,,,
1972-05-31,132.73,,,128.34,164.38,114.70,144.62,,,,138.66,200.81,,,,,,,,,,,,,,,,,,,,
1972-06-30,129.74,,,126.50,170.75,118.69,140.79,,,,131.78,209.12,,,,,,,,,,,,,,,,,,,,
1972-07-31,131.85,,,125.98,181.12,118.36,148.39,,,,138.79,227.53,,,,,,,,,,,,,,,,,,,,
1972-08-31,135.69,,,130.84,183.96,117.14,150.05,,,,139.77,231.49,,,,,,,,,,,,,,,,,,,,
1972-09-29,133.72,,,131.19,190.02,116.73,145.17,,,,131.66,242.10,,,,,,,,,,,,,,,,,,,,
1972-10-31,134.92,,,132.70,200.39,130.57,146.71,,,,131.52,254.98,,,,,,,,,,,,,,,,,,,,
1972-11-30,142.09,,,137.83,230.15,139.55,156.38,,,,135.17,298.59,,,,,,,,,,,,,,,,,,,,
1972-12-29,144.79,,,140.42,253.45,160.77,161.56,,,,134.19,331.99,,,,,,,,,,,,,,,,,,,,
1973-01-31,145.23,,,137.65,262.27,176.03,164.35,,,,134.90,343.59,,,,,,,,,,,,,,,,,,,,
1973-02-28,146.32,,,131.79,295.64,222.75,177.94,,,,144.41,392.72,,,,,,,,,,,,,,,,,,,,
1973-03-30,146.62,,,130.52,288.73,201.30,179.07,,,,148.57,382.47,,,,,,,,,,,,,,,,,,,,
1973-04-30,139.33,,,125.71,248.07,153.96,169.05,,,,149.48,324.97,,,,,,,,,,,,,,,,,,,,
1973-05-31,139.01,,,123.63,257.67,166.91,173.17,,,,151.76,335.58,,,,,,,,,,,,,,,,,,,,
1973-06-29,139.98,,,124.07,258.23,158.41,177.46,,,,157.72,337.55,,,,,,,,,,,,,,,,,,,,
1973-07-31,143.42,,,129.00,272.15,162.97,175.28,,,,149.43,357.38,,,,,,,,,,,,,,,,,,,,
1973-08-31,137.56,,,125.07,254.60,141.93,166.39,,,,143.24,336.44,,,,,,,,,,,,,,,,,,,,
1973-09-28,141.64,,,129.52,241.93,137.04,165.29,,,,146.41,318.86,,,,,,,,,,,,,,,,,,,,
1973-10-31,143.17,,,130.67,245.04,148.33,168.86,,,,150.39,321.00,,,,,,,,,,,,,,,,,,,,
1973-11-30,124.71,,,117.30,212.52,131.00,144.58,,,,127.76,276.25,,,,,,,,,,,,,,,,,,,,
1973-12-31,123.79,,,119.26,200.35,122.32,138.67,,,,123.82,258.55,,,,,,,,,,,,,,,,,,,,
1974-01-31,124.84,,,117.99,204.17,134.46,139.62,,,,123.76,258.96,,,,,,,,,,,,,,,,,,,,
1974-02-28,126.89,,,118.47,211.42,137.73,144.27,,,,127.71,265.54,,,,,,,,,,,,,,,,,,,,
1974-03-29,123.80,,,115.73,210.76,127.93,140.56,,,,122.65,267.57,,,,,,,,,,,,,,,,,,,,
1974-04-30,121.85,,,111.23,210.72,120.64,144.35,,,,128.07,269.17,,,,,,,,,,,,,,,,,,,,
1974-05-31,117.06,,,107.47,215.54,116.95,138.74,,,,118.28,282.77,,,,,,,,,,,,,,,,,,,,
1974-06-28,113.49,,,105.71,207.50,111.42,132.48,,,,112.32,273.06,,,,,,,,,,,,,,,,,,,,
1974-07-31,106.89,,,98.40,184.87,94.35,125.79,,,,111.24,244.91,,,,,,,,,,,,,,,,,,,,
1974-08-30,96.69,,,89.83,165.54,86.78,112.86,,,,99.92,216.70,,,,,,,,,,,,,,,,,,,,
1974-09-30,87.80,,,79.93,159.83,65.57,104.70,,,,90.36,216.77,,,,,,,,,,,,,,,,,,,,
1974-10-31,96.32,,,93.18,152.46,77.43,105.65,,,,94.49,200.56,,,,,,,,,,,,,,,,,,,,
1974-11-29,94.93,,,88.84,164.70,74.74,109.04,,,,94.77,217.62,,,,,,,,,,,,,,,,,,,,
1974-12-31,93.48,,,87.52,158.40,72.68,107.96,,,,95.62,209.28,,,,,,,,,,,,,,,,,,,,
1975-01-31,107.24,,,98.48,172.26,93.62,127.26,,,,118.24,223.83,,,,,,,,,,,,,,,,,,,,
1975-02-28,116.84,,,104.21,195.20,100.65,144.06,,,,133.97,257.09,,,,,,,,,,,,,,,,,,,,
1975-03-31,117.83,,,106.34,199.73,102.01,142.55,,,,129.95,264.35,,,,,,,,,,,,,,,,,,,,
1975-04-30,122.84,,,110.64,200.81,103.72,149.31,,,,139.45,266.44,,,,,,,,,,,,,,,,,,,,
1975-05-30,125.87,,,115.37,201.77,108.68,148.21,,,,137.48,264.63,,,,,,,,,,,,,,,,,,,,
1975-06-30,127.58,,,120.56,202.45,105.18,142.46,,,,128.86,266.57,,,,,,,,,,,,,,,,,,,,
1975-07-31,120.65,,,113.53,192.64,101.28,136.62,,,,124.15,252.66,,,,,,,,,,,,,,,,,,,,
1975-08-29,118.92,,,111.28,184.65,98.22,136.43,,,,126.97,241.90,,,,,,,,,,,,,,,,,,,,
1975-09-30,114.06,,,107.64,176.78,102.92,130.25,,,,121.02,228.11,,,,,,,,,,,,,,,,,,,,
1975-10-31,122.04,,,114.00,193.45,106.92,141.51,,,,130.93,251.75,,,,,,,,,,,,,,,,,,,,
1975-11-28,125.50,,,117.76,196.85,112.78,144.88,,,,134.53,254.37,,,,,,,,,,,,,,,,,,,,
1975-12-31,125.73,,,116.60,200.73,118.78,148.02,,,,137.60,258.92,,,,,,,,,,,,,,,,,,,,
1976-01-30,137.09,,,129.89,214.30,129.48,155.86,,,,143.77,278.27,,,,,,,,,,,,,,,,,,,,
1976-02-27,136.20,,,129.26,216.70,132.84,154.68,,,,141.13,281.13,,,,,,,,,,,,,,,,,,,,
1976-03-31,137.94,,,133.85,216.20,131.40,152.08,,,,137.53,281.27,,,,,,,,,,,,,,,,,,,,
1976-04-30,137.06,,,132.76,217.47,131.72,151.40,,,,136.03,282.20,,,,,,,,,,,,,,,,,,,,
1976-05-31,134.91,,,131.44,217.94,130.13,147.31,,,,129.91,282.45,,,,,,,,,,,,,,,,,,,,
1976-06-30,139.19,,,136.54,227.54,132.66,149.79,,,,129.80,296.07,,,,,,,,,,,,,,,,,,,,
1976-07-30,138.02,,,135.75,226.63,139.71,148.05,,,,127.61,290.53,,,,,,,,,,,,,,,,,,,,
1976-08-31,137.84,,,135.52,233.49,141.25,148.15,,,,125.11,300.76,,,,,,,,,,,,,,,,,,,,
1976-09-30,139.13,,,136.93,232.08,134.12,145.60,,,,121.94,302.22,,,,,,,,,,,,,,,,,,,,
1976-10-29,134.40,,,133.28,219.88,126.80,136.32,,,,113.14,286.59,,,,,,,,,,,,,,,,,,,,
1976-11-30,134.01,,,132.31,212.99,112.32,138.01,,,,118.35,284.47,,,,,,,,,,,,,,,,,,,,
1976-12-31,144.23,100.00,,140.36,244.16,125.57,153.55,,,,128.83,327.01,,,,,,,,,,,,,,,,,,,,
1977-01-31,139.53,96.65,,133.44,238.16,125.38,152.66,,,,129.90,317.48,,,,,,,,,,,,,,,,,,,,
1977-02-28,139.06,96.05,,131.10,247.21,122.45,156.05,,,,131.28,331.87,,,,,,,,,,,,,,,,,,,,
1977-03-31,138.34,95.49,,130.00,246.15,124.93,156.56,,,,132.46,328.27,,,,,,,,,,,,,,,,,,,,
1977-04-29,140.00,96.56,,130.23,250.37,126.10,161.15,,,,137.55,334.88,,,,,,,,,,,,,,,,,,,,
1977-05-31,138.25,95.42,,127.94,249.87,128.22,160.51,,,,136.82,332.49,,,,,,,,,,,,,,,,,,,,
1977-06-30,143.61,99.50,,133.87,258.39,129.16,164.12,,,,138.75,345.17,,,,,,,,,,,,,,,,,,,,
1977-07-29,141.84,98.56,,132.46,254.12,123.94,161.67,,,,136.86,340.83,,,,,,,,,,,,,,,,,,,,
1977-08-31,142.52,99.24,,130.02,264.67,121.90,168.83,,,,143.22,358.09,,,,,,,,,,,,,,,,,,,,
1977-09-30,144.45,100.52,,130.30,267.42,120.46,173.87,,,,149.59,362.12,,,,,,,,,,,,,,,,,,,,
1977-10-31,142.15,98.56,,125.45,273.57,125.27,178.25,,,,153.60,368.71,,,,,,,,,,,,,,,,,,,,
1977-11-30,144.09,99.96,,128.90,273.93,124.16,176.77,,,,151.27,370.15,,,,,,,,,,,,,,,,,,,,
1977-12-30,147.12,101.67,,130.43,277.58,129.76,183.38,,,,159.65,372.36,,,,,,,,,,,,,,,,,,,,
1978-01-31,142.95,98.24,,123.92,286.29,126.14,185.78,,,,159.66,387.00,,,,,,,,,,,,,,,,,,,,
1978-02-28,142.03,97.48,,122.31,294.56,123.01,187.97,,,,159.53,401.15,,,,,,,,,,,,,,,,,,,,
1978-03-31,148.64,102.23,,125.59,330.49,132.14,201.71,,,,165.28,452.24,,,,,,,,,,,,,,,,,,,,
1978-04-28,155.50,107.55,,136.99,330.73,138.01,200.31,,,,163.09,450.27,,,,,,,,,,,,,,,,,,,,
1978-05-31,157.64,108.92,,138.38,335.38,143.84,204.47,,,,167.39,455.24,,,,,,,,,,,,,,,,,,,,
1978-06-30,159.39,109.86,,137.21,366.36,155.50,213.76,,,,168.87,501.02,,,,,,,,,,,,,,,,,,,,
1978-07-31,171.08,118.10,,145.06,402.23,164.52,232.44,,,,182.05,551.27,,,,,,,,,,,,,,,,,,,,
1978-08-31,175.19,120.29,,148.83,403.56,183.41,237.23,,,,188.69,550.49,,,,,,,,,,,,,,,,,,,,
1978-09-29,177.42,122.00,,149.12,410.03,179.91,244.38,,,,196.74,558.10,,,,,,,,,,,,,,,,,,,,
1978-10-31,174.17,119.08,,138.56,438.19,182.67,258.53,,,,206.35,601.68,,,,,,,,,,,,,,,,,,,,
1978-11-30,168.22,116.17,,141.74,394.28,155.17,234.57,,,,188.60,539.17,,,,,,,,,,,,,,,,,,,,
1978-12-29,173.91,119.81,,145.93,412.95,160.88,246.28,,,,198.44,564.02,,,,,,,,,,,,,,,,,,,,
1979-01-31,178.58,122.64,,155.82,415.67,172.31,247.84,,,,199.67,566.16,,,,,,,,,,,,,,,,,,,,
1979-02-28,175.38,120.11,,154.64,401.83,171.79,246.60,,,,203.58,544.14,,,,,,,,,,,,,,,,,,,,
1979-03-30,182.93,125.42,,167.03,390.65,174.65,252.37,,,,216.98,527.00,,,,,,,,,,,,,,,,,,,,
1979-04-30,182.89,125.55,,167.81,379.55,171.95,251.44,,,,220.24,512.24,,,,,,,,,,,,,,,,,,,,
1979-05-31,179.94,123.17,,165.00,386.60,178.12,246.27,,,,209.48,521.13,,,,,,,,,,,,,,,,,,,,
1979-06-29,185.35,127.07,,171.41,387.31,173.52,250.72,,,,215.95,522.81,,,,,,,,,,,,,,,,,,,,
1979-07-31,186.96,128.06,,172.50,389.60,182.89,253.72,,,,219.54,524.61,,,,,,,,,,,,,,,,,,,,
1979-08-31,194.70,133.28,,181.91,395.27,195.76,259.89,,,,226.52,526.82,,,,,,,,,,,,,,,,,,,,
1979-09-28,199.31,135.48,,182.64,408.44,215.98,271.36,,,,238.34,542.25,,,,,,,,,,,,,,,,,,,,
1979-10-31,184.70,125.22,,170.10,380.89,211.28,249.76,,,,217.28,502.37,,,,,,,,,,,,,,,,,,,,
1979-11-30,190.62,129.14,,178.05,370.30,216.55,252.92,,,,226.63,488.28,,,,,,,,,,,,,,,,,,,,
1979-12-31,195.95,132.13,,181.74,398.59,244.74,261.51,,,,227.56,522.83,,,,,,,,,,,,,,,,,,,,
1980-01-31,207.99,139.93,,193.92,416.32,280.07,274.17,,,,239.18,536.05,,,,,,,,,,,,,,,,,,,,
1980-02-29,208.34,140.16,,194.67,405.36,285.45,273.07,,,,242.44,517.99,,,,,,,,,,,,,,,,,,,,
1980-03-31,186.16,126.46,,174.66,381.08,236.63,244.08,,,,208.15,496.04,,,,,,,,,,,,,,,,,,,,
1980-04-30,198.61,134.11,,181.96,413.25,259.19,267.18,,,,229.62,538.73,,,,,,,,,,,,,,,,,,,,
1980-05-30,208.66,140.60,,191.56,441.88,287.04,279.65,,,,236.08,571.24,,,,,,,,,,,,,,,,,,,,
1980-06-30,218.94,147.04,,198.28,465.44,317.84,297.51,,,,253.33,599.98,,,,,,,,,,,,,,,,,,,,
1980-07-31,225.93,151.93,,210.64,451.54,330.81,296.04,,,,257.45,579.62,,,,,,,,,,,,,,,,,,,,
1980-08-29,230.62,154.92,,212.34,480.87,350.48,306.32,,,,260.04,617.79,,,,,,,,,,,,,,,,,,,,
1980-09-30,237.83,159.51,,216.75,507.20,357.29,317.05,,,,264.66,651.14,,,,,,,,,,,,,,,,,,,,
1980-10-31,245.04,163.73,,221.15,531.70,402.87,330.40,,,,274.33,680.75,,,,,,,,,,,,,,,,,,,,
1980-11-28,255.56,172.03,,242.84,515.89,393.60,323.74,,,,271.24,660.16,,,,,,,,,,,,,,,,,,,,
1980-12-31,250.27,168.65,,234.39,543.60,395.24,325.39,,,,260.61,701.91,,,,,,,,,,,,,,,,,,,,
1981-01-30,243.28,164.77,,226.51,549.08,386.93,320.95,,,,250.87,720.45,,,,,,,,,,,,,,,,,,,,
1981-02-27,244.28,165.69,,230.24,539.22,375.10,316.70,,,,248.85,709.50,,,,,,,,,,,,,,,,,,,,
1981-03-31,253.26,172.22,,238.58,566.70,382.96,328.15,,,,254.00,740.85,,,,,,,,,,,,,,,,,,,,
1981-04-30,253.65,172.86,,234.15,600.95,389.61,337.06,,,,251.71,792.54,,,,,,,,,,,,,,,,,,,,
1981-05-29,248.95,169.26,,234.07,594.54,406.61,322.87,,,,231.85,783.75,,,,,,,,,,,,,,,,,,,,
1981-06-30,248.82,169.15,,233.44,612.67,412.26,325.18,,,,226.68,812.01,,,,,,,,,,,,,,,,,,,,
1981-07-31,244.86,167.17,,233.42,581.66,371.45,312.04,,,,220.59,776.45,,,,,,,,,,,,,,,,,,,,
1981-08-31,240.32,163.91,,221.24,592.75,351.14,319.42,,,,227.13,792.25,,,,,,,,,,,,,,,,,,,,
1981-09-30,222.53,152.03,,209.02,530.73,299.62,287.69,,,,206.10,708.34,,,,,,,,,,,,,,,,,,,,
1981-10-30,229.63,156.91,,217.94,529.51,297.04,292.48,,,,214.56,710.89,,,,,,,,,,,,,,,,,,,,
1981-11-30,246.96,168.22,,228.84,583.06,339.86,325.03,,,,241.11,783.02,,,,,,,,,,,,,,,,,,,,
1981-12-31,242.00,164.76,,222.48,588.78,334.07,322.03,,,,233.38,792.63,,,,,,,,,,,,,,,,,,,,
1982-01-29,238.72,163.18,,218.42,574.26,314.36,319.92,,,,237.14,779.59,,,,,,,,,,,,,,,,,,,,
1982-02-26,224.50,154.01,,206.32,525.43,279.93,299.57,,,,228.17,714.73,,,,,,,,,,,,,,,,,,,,
1982-03-31,218.59,150.18,,204.44,478.63,262.66,285.04,,,,227.69,650.23,,,,,,,,,,,,,,,,,,,,
1982-04-30,229.57,157.44,,212.54,524.92,295.77,303.58,,,,234.96,711.29,,,,,,,,,,,,,,,,,,,,
1982-05-31,223.96,153.21,,205.59,511.96,303.18,299.64,,,,234.98,692.97,,,,,,,,,,,,,,,,,,,,
1982-06-30,214.09,147.34,,201.56,476.04,271.46,277.27,,,,216.28,645.43,,,,,,,,,,,,,,,,,,,,
1982-07-30,211.57,145.64,,198.84,455.97,254.95,274.07,,,,221.01,617.75,,,,,,,,,,,,,,,,,,,,
1982-08-31,227.14,157.76,,223.61,453.52,242.89,274.24,,,,222.52,612.90,,,,,,,,,,,,,,,,,,,,
1982-09-30,228.42,158.75,,226.37,437.39,236.70,272.51,,,,227.77,587.69,,,,,,,,,,,,,,,,,,,,
1982-10-29,244.33,170.83,,251.54,435.06,226.88,273.68,,,,230.76,584.28,,,,,,,,,,,,,,,,,,,,
1982-11-30,257.49,180.30,,260.92,498.70,223.74,295.66,,,,234.65,679.07,,,,,,,,,,,,,,,,,,,,
1982-12-31,269.28,187.75,,266.72,551.94,239.89,319.27,,,,246.67,755.42,,,,,,,,,,,,,,,,,,,,
1983-01-31,275.25,191.02,,277.32,541.91,264.20,316.58,,,,247.32,734.45,,,,,,,,,,,,,,,,,,,,
1983-02-28,281.25,195.42,,283.52,551.44,270.01,325.40,,,,257.13,753.33,,,,,,,,,,,,,,,,,,,,
1983-03-31,291.37,202.68,,293.21,566.86,262.65,338.10,,,,270.29,779.65,,,,,,,,,,,,,,,,,,,,
1983-04-29,312.40,217.12,,316.82,586.08,287.51,357.47,,,,292.58,799.00,,,,,,,,,,,,,,,,,,,,
1983-05-31,309.58,215.21,,312.88,586.12,284.53,355.79,,,,289.81,794.62,,,,,,,,,,,,,,,,,,,,
1983-06-30,319.53,222.42,,324.74,602.01,286.09,363.97,,,,295.21,819.99,,,,,,,,,,,,,,,,,,,,
1983-07-29,314.06,217.43,,315.20,612.38,302.94,364.88,,,,291.38,826.78,,,,,,,,,,,,,,,,,,,,
1983-08-31,315.98,219.14,,321.30,605.60,301.20,359.13,,,,285.31,813.95,,,,,,,,,,,,,,,,,,,,
1983-09-30,322.61,224.63,,325.66,640.43,290.00,373.16,,,,290.51,861.74,,,,,,,,,,,,,,,,,,,,
1983-10-31,319.05,222.36,,320.92,639.57,294.60,372.93,,,,290.56,861.69,,,,,,,,,,,,,,,,,,,,
1983-11-30,327.54,227.75,,329.33,651.39,308.70,381.88,,,,299.37,871.36,,,,,,,,,,,,,,,,,,,,
1983-12-30,331.96,230.47,,327.80,697.74,321.97,397.84,,,,301.87,937.53,,,,,,,,,,,,,,,,,,,,
1984-01-31,334.96,231.82,,323.49,731.28,339.31,415.71,,,,314.26,987.22,,,,,,,,,,,,,,,,,,,,
1984-02-29,329.68,227.05,,310.98,725.17,327.51,419.58,,,,324.05,981.29,,,,,,,,,,,,,,,,,,,,
1984-03-30,345.40,238.96,,315.56,835.31,329.41,459.09,,,,332.00,1140.05,,,,,,,,,,,,,,,,,,,,
1984-04-30,344.37,238.53,,317.98,819.67,329.20,451.59,,,,327.66,1117.75,,,,,,,,,,,,,,,,,,,,
1984-05-31,318.78,220.75,,300.54,719.13,289.13,405.87,,,,303.91,984.07,,,,,,,,,,,,,,,,,,,,
1984-06-29,321.75,223.68,,306.14,718.72,280.10,405.51,,,,303.49,984.44,,,,,,,,,,,,,,,,,,,,
1984-07-31,310.66,216.54,,303.40,673.74,276.43,379.64,,,,283.67,918.10,,,,,,,,,,,,,,,,,,,,
1984-08-31,342.06,238.81,,337.23,731.06,298.76,411.95,,,,307.81,995.00,,,,,,,,,,,,,,,,,,,,
1984-09-28,340.98,238.30,,337.62,728.37,298.58,408.45,,,,303.33,991.98,,,,,,,,,,,,,,,,,,,,
1984-10-31,344.84,241.57,,338.79,759.47,299.51,418.80,,,,304.15,1034.72,,,,,,,,,,,,,,,,,,,,
1984-11-30,343.76,240.81,,335.83,766.00,305.22,420.53,,,,303.40,1043.64,,,,,,,,,,,,,,,,,,,,
1984-12-31,351.13,247.07,,344.05,791.80,298.65,429.13,,,,305.68,1082.99,,,,,,,,,,,,,,,,,,,,
1985-01-31,370.71,260.68,,371.67,793.52,320.98,438.91,,,,319.89,1084.97,,,,,,,,,,,,,,,,,,,,
1985-02-28,371.62,262.44,,374.75,810.18,305.27,436.45,,,,306.67,1117.22,,,,,,,,,,,,,,,,,,,,
1985-03-29,384.71,271.02,,376.40,851.57,309.04,470.44,,,,342.21,1176.07,,,,,,,,,,,,,,,,,,,,
1985-04-30,383.85,269.79,,375.81,828.16,314.14,468.98,,,,352.19,1142.75,,,,,,,,,,,,,,,,,,,,
1985-05-31,403.77,284.84,,398.23,857.15,325.14,489.05,,,,370.69,1183.55,,,,,,,,,,,,,,,,,,,,
1985-06-28,411.17,290.27,,403.53,889.14,320.89,501.77,,,,375.20,1230.03,,,,,,,,,,,,,,,,,,,,
1985-07-31,419.85,294.61,,403.77,904.92,354.04,527.84,,,,410.71,1239.54,,,,,,,,,,,,,,,,,,,,
1985-08-30,423.48,297.55,,400.23,919.32,341.70,544.96,,,,431.91,1263.37,,,,,,,,,,,,,,,,,,,,
1985-09-30,426.84,299.38,,386.76,1007.78,352.21,577.02,,,,439.17,1387.39,,,,,,,,,,,,,,,,,,,,
1985-10-31,450.01,315.08,,403.60,1040.99,367.12,616.46,,,,488.09,1433.12,,,,,,,,,,,,,,,,,,,,
1985-11-29,475.35,332.80,,431.57,1049.98,353.91,641.95,,,,526.45,1452.16,,,,,,,,,,,,,,,,,,,,
1985-12-31,497.80,348.99,,452.43,1103.68,350.29,672.54,,,,549.58,1529.82,,,,,,,,,,,,,,,,,,,,
1986-01-31,505.36,353.82,,454.08,1137.83,369.95,689.60,,,,560.25,1567.99,,,,,,,,,,,,,,,,,,,,
1986-02-28,551.09,387.16,,486.56,1255.64,361.09,766.20,,,,627.03,1747.45,,,,,,,,,,,,,,,,,,,,
1986-03-31,605.13,427.32,,514.72,1501.45,372.69,874.16,,,,678.55,2098.10,,,,,,,,,,,,,,,,,,,,
1986-04-30,621.96,436.96,,508.61,1565.44,405.57,931.63,,,,741.86,2180.49,,,,,,,,,,,,,,,,,,,,
1986-05-30,620.34,437.15,,532.57,1557.64,409.67,890.42,,,,676.51,2168.53,,,,,,,,,,,,,,,,,,,,
1986-06-30,645.40,455.79,,538.33,1695.36,392.91,951.36,,,,706.23,2383.91,,,,,,,,,,,,,,,,,,,,
1986-07-31,650.76,460.98,,510.01,1893.11,370.46,1010.25,,,,700.43,2690.90,,,,,,,,,,,,,,,,,,,,
1986-08-29,707.80,500.27,,546.74,2062.72,396.62,1110.08,,,,778.95,2933.61,,,,,,,,,,,,,,,,,,,,
1986-09-30,679.86,478.12,,502.94,2119.48,420.98,1098.94,,,,729.86,3008.49,,,,,,,,,,,,,,,,,,,,
1986-10-31,668.35,467.77,,530.43,1878.59,482.72,1025.78,,,,734.57,2641.48,,,,,,,,,,,,,,,,,,,,
1986-11-28,696.80,487.36,,542.57,1992.71,484.56,1085.14,,,,774.17,2807.22,,,,,,,,,,,,,,,,,,,,
1986-12-31,710.85,496.51,,530.42,2139.13,519.90,1142.92,,,,793.92,3011.34,,,,,,,,,,,,,,,,,,,,
1987-01-30,794.53,559.37,,601.21,2459.74,534.93,1264.56,,,,829.27,3480.74,,,,,,,,,,,,,,,,,,,,
1987-02-27,820.89,576.90,,623.60,2524.86,604.75,1302.72,,,,859.17,3559.82,,,,,,,,,,,,,,,,,,,,
1987-03-31,871.90,613.15,,643.34,2785.51,624.56,1409.79,,,,901.92,3926.65,,,,,,,,,,,,,,,,,,,,
1987-04-30,923.20,651.38,,637.20,3195.35,639.56,1559.21,,,,937.53,4522.57,,,,,,,,,,,,,,,,,,,,
1987-05-29,924.65,652.02,,640.72,3205.64,684.76,1559.49,,,,932.62,4531.93,,,,,,,,,,,,,,,,,,,,
1987-06-30,924.28,648.59,,673.21,2995.24,713.14,1510.09,,,,959.51,4219.22,,,,,,,,,,,,,,,,,,,,
1987-07-31,942.91,656.82,,707.64,2924.81,789.56,1507.72,,,,992.08,4095.90,,,,,,,,,,,,,,,,,,,,
1987-08-31,998.81,696.85,,734.40,3272.70,838.24,1621.08,,,,1000.65,4587.88,,,,,,,,,,,,,,,,,,,,
1987-09-30,981.57,682.49,,719.72,3178.32,871.11,1595.86,,,,1007.49,4441.81,,,,,,,,,,,,,,,,,,,,
1987-10-30,815.07,575.14,,565.42,2833.04,491.76,1372.54,,,,816.27,4033.34,,,,,,,,,,,,,,,,,,,,
1987-11-30,795.40,561.32,,518.24,2945.85,512.75,1386.37,,,,780.67,4188.08,,,,,,,,,,,,,,,,,,,,
1987-12-31,830.02,585.95,,554.75,2991.50,541.71,1427.88,100.00,100.00,,826.44,4250.33,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,,
1988-01-29,850.43,602.59,,576.30,3140.31,536.48,1453.70,92.00,95.68,,792.87,4478.76,106.87,,,,,,118.20,106.87,102.89,99.42,,,,,,,,,,
