Date,WORLD,G7 INDEX,MSCI Emerging Markets Top 100 Select Index,NORTH AMERICA,PACIFIC,PACIFIC ex JAPAN,EAFE,EMU,EU,EURO,EUROPE,FAR EAST,EM ASIA,ASEAN,BRIC,EFM (EMERGING + FRONTIER MARKETS),EM 50,EM ASEAN,EM LATIN AMERICA,EM FAR EAST,EM EUROPE & MIDDLE EAST,EM EUROPE,EM EMEA,EM EASTERN EUROPE,FM (FRONTIER MARKETS),FM AFRICA,FM ASIA INDEX,FM CENTRAL & EASTERN EUROPE + CIS,FM EMEA,FM LATIN AMERICA & CARIBBEAN INDEX,GOLDEN DRAGON,FRONTIER EMERGING MARKETS
2008-08-29,4227.70,2701.98,210.26,4735.05,4563.11,4744.63,5318.98,863.19,787.36,288.19,6812.91,5175.25,552.85,115.12,474.23,322.07,78.12,52.82,7641.42,481.62,845.45,1063.50,402.99,417.25,392.29,679.58,,341.42,397.11,,172.00,462.15
2008-09-30,3726.69,2403.46,173.65,4280.04,3969.39,3938.81,4551.75,730.21,666.05,245.74,5786.44,4560.73,461.30,99.24,371.54,266.45,65.27,46.01,6145.16,403.07,689.14,846.39,333.12,328.57,339.68,627.91,,262.03,343.90,,139.00,394.24
2008-10-31,3021.07,1964.07,126.81,3513.20,3259.34,2954.05,3633.50,555.45,516.61,188.03,4557.43,3832.15,350.34,71.33,263.39,193.93,47.49,33.35,4203.75,308.58,468.74,549.95,233.40,213.06,255.32,450.17,,190.64,258.39,,109.70,277.94
2008-11-28,2827.61,1839.02,116.37,3258.50,3182.06,2796.48,3438.81,519.52,483.48,175.70,4247.17,3783.55,325.56,68.79,247.24,178.78,43.45,31.97,3932.07,288.20,404.64,466.93,211.26,179.46,223.58,424.68,,173.95,226.10,,107.84,250.33
2008-12-31,2919.78,1885.39,123.41,3290.85,3421.21,2959.18,3645.94,570.40,506.52,193.61,4470.45,4077.34,362.10,75.10,259.48,190.93,45.94,35.52,4057.91,321.88,400.81,455.12,220.72,172.50,201.22,377.18,,174.58,203.03,,115.67,238.95
2009-01-30,2664.85,1726.55,115.34,3033.80,3166.49,2685.44,3288.72,490.38,449.96,164.96,3977.12,3823.09,339.20,71.62,249.43,177.57,42.52,34.13,4048.78,299.68,354.24,388.81,193.75,145.90,164.43,256.03,,152.54,165.26,,107.88,202.11
2009-02-27,2393.87,1547.69,109.55,2726.82,2836.02,2552.36,2952.38,433.15,404.28,145.60,3574.84,3373.48,317.53,66.69,239.68,167.51,40.56,32.92,3837.06,282.20,343.40,361.52,185.84,136.72,153.48,277.22,,141.38,154.84,,106.13,192.18
2009-03-31,2575.82,1659.55,126.62,2962.30,2986.09,2894.69,3140.96,470.95,431.96,158.90,3824.32,3460.02,368.10,71.36,272.15,191.17,46.77,34.88,4258.23,328.54,386.71,425.06,211.78,162.87,166.12,264.03,,154.26,167.49,,119.09,209.32
2009-04-30,2867.37,1839.95,145.58,3256.91,3305.23,3275.81,3548.08,546.06,497.75,183.67,4366.88,3824.97,429.55,84.60,317.24,222.59,53.56,41.62,5001.42,382.20,457.17,524.48,245.14,199.38,184.46,293.44,,172.17,185.81,,136.05,232.48
2009-05-29,3130.79,1999.32,169.57,3477.83,3677.70,3715.76,3974.30,612.79,560.73,205.85,4908.65,4269.28,494.59,98.58,392.36,260.85,62.28,46.11,6035.50,429.37,553.17,653.02,291.25,251.30,218.30,397.59,100.00,221.30,219.67,100.00,159.02,271.30
2009-06-30,3117.98,1987.70,165.54,3467.54,3754.72,3820.49,3952.86,596.89,550.05,201.27,4814.39,4326.73,493.24,101.35,384.30,257.84,61.13,48.56,5901.78,429.45,519.34,599.24,281.87,225.67,224.41,377.20,101.65,210.81,224.85,116.47,157.72,276.89
2009-07-31,3383.01,2145.25,182.86,3742.69,4003.18,4264.92,4314.26,661.05,608.25,223.32,5320.92,4571.30,556.35,115.59,420.90,285.96,67.78,54.86,6435.29,486.90,586.15,678.22,309.04,252.50,228.56,349.63,108.20,225.82,228.18,122.54,176.46,290.49
2009-08-31,3524.08,2229.04,182.64,3856.10,4155.38,4415.47,4549.45,706.61,646.86,238.20,5657.51,4689.01,541.15,114.69,411.47,285.70,67.24,55.00,6573.06,472.44,601.64,705.52,320.94,261.69,241.58,329.91,124.66,238.11,239.70,134.05,166.29,305.51
2009-09-30,3665.76,2307.35,200.84,4017.14,4250.50,4868.12,4724.50,751.17,677.07,252.43,5920.67,4667.42,590.91,122.56,454.19,310.93,73.64,59.25,7363.77,514.57,648.38,775.15,339.50,290.74,248.76,341.39,131.79,256.76,246.26,138.63,179.35,320.51
2009-10-30,3601.32,2259.06,202.54,3927.67,4189.86,4892.39,4665.68,724.95,667.74,244.36,5852.31,4577.28,585.26,121.93,469.06,310.95,74.26,59.01,7486.80,512.07,666.60,799.18,344.42,302.52,241.43,335.88,131.21,264.48,237.58,146.07,183.52,312.11
2009-11-30,3750.31,2361.85,210.52,4166.56,4198.83,5008.55,4760.25,749.77,688.49,253.36,6024.31,4544.12,603.27,125.62,493.79,323.08,77.43,60.20,8118.88,523.76,685.08,814.52,354.67,312.54,227.18,331.74,123.66,269.48,223.21,141.46,187.36,301.47
2009-12-31,3818.86,2409.21,217.41,4256.58,4254.07,5120.64,4829.42,757.44,698.22,256.27,6116.09,4597.44,630.79,131.06,502.14,335.31,80.08,62.39,8286.04,548.52,715.32,847.39,371.05,317.89,224.82,333.12,124.47,263.32,219.95,147.08,193.31,300.70
2010-01-29,3661.75,2316.79,202.18,4092.22,4196.57,4772.92,4616.96,699.51,655.33,235.01,5755.28,4625.41,593.29,126.77,464.56,317.05,73.71,61.58,7551.03,515.36,726.02,862.84,368.67,323.44,220.05,358.92,124.63,272.99,214.92,143.33,178.70,295.61
2010-02-26,3714.83,2356.99,202.86,4228.22,4273.56,4923.23,4585.76,674.33,638.97,226.25,5641.32,4687.82,593.67,127.55,472.81,318.81,73.93,61.89,7868.26,514.65,693.79,809.02,357.87,306.74,232.30,362.24,124.69,264.84,229.09,137.95,179.96,310.58
2010-03-31,3946.96,2502.41,219.20,4490.41,4523.30,5281.53,4874.92,721.31,681.68,241.44,6011.04,4924.46,639.58,137.76,507.20,344.54,79.50,68.62,8424.25,553.23,764.90,898.84,394.24,338.34,250.54,401.53,130.10,281.67,247.32,153.44,190.47,329.73
2010-04-30,3949.72,2512.16,222.08,4561.84,4516.81,5274.22,4790.74,692.08,665.95,230.92,5855.90,4923.31,654.70,143.82,506.16,348.65,80.79,70.95,8396.29,566.73,756.67,904.72,394.19,336.61,250.70,407.79,135.59,272.68,246.61,154.14,190.67,334.61
2010-05-31,3575.14,2291.99,201.56,4199.22,4058.50,4545.82,4246.17,603.88,585.20,202.26,5155.62,4530.32,598.59,133.47,464.19,318.10,73.03,66.64,7674.75,517.64,676.83,793.58,356.09,294.65,227.77,387.95,124.80,232.80,223.73,140.73,177.44,310.88
2010-06-30,3453.89,2198.34,196.61,3976.56,4000.51,4530.38,4204.86,596.39,576.70,199.92,5118.96,4475.37,606.81,138.91,460.41,315.83,71.83,69.53,7418.19,522.34,649.20,761.18,341.94,280.03,226.29,389.17,129.88,224.51,220.41,146.62,178.65,309.65
2010-07-30,3734.82,2367.27,214.50,4255.26,4236.44,4995.13,4604.00,674.32,649.64,226.00,5715.77,4656.24,641.47,148.03,495.31,342.09,78.00,73.52,8302.80,556.47,736.41,863.43,385.67,316.27,239.61,404.93,136.09,237.28,232.74,165.34,189.67,330.68
2010-08-31,3596.90,2274.12,206.54,4076.43,4145.03,4898.59,4461.69,633.07,620.55,212.33,5506.36,4569.15,632.40,151.00,481.25,335.82,75.16,76.46,8121.58,548.62,711.18,833.86,373.76,304.17,240.61,380.55,132.73,227.84,234.10,170.62,186.75,338.53
2010-09-30,3933.68,2477.81,226.67,4442.04,4462.55,5534.23,4899.90,716.02,693.78,239.63,6112.05,4832.70,703.66,165.75,531.02,372.78,82.38,84.89,8975.45,606.13,779.74,914.23,416.57,329.95,258.62,382.04,137.96,243.41,251.73,193.35,206.54,367.01
2010-10-29,4081.19,2575.54,233.91,4613.67,4566.99,5690.66,5077.17,756.04,725.87,253.15,6377.31,4936.35,722.13,170.46,545.95,383.77,84.92,87.00,9264.82,623.04,817.45,958.46,430.75,345.40,269.09,409.38,142.55,245.44,260.58,218.66,213.14,385.80
2010-11-30,3994.99,2541.48,230.63,4623.02,4588.87,5572.01,4834.02,673.92,666.84,224.80,5895.42,5025.12,708.33,165.18,526.41,373.87,84.06,83.41,8949.67,615.87,780.32,914.92,413.96,333.83,266.73,408.99,146.31,239.26,256.48,225.25,212.45,369.70
2010-12-31,4290.05,2721.58,249.76,4936.94,4938.01,5994.51,5225.89,731.51,721.49,243.48,6390.61,5360.06,752.87,173.32,551.27,400.30,90.69,87.42,9519.63,653.32,846.21,992.17,459.36,369.60,279.30,417.73,152.24,258.49,268.85,236.19,219.60,388.11
2011-01-31,4387.97,2786.86,247.47,5045.85,4920.45,5925.64,5349.90,781.84,755.22,261.36,6643.80,5374.71,742.37,167.53,533.44,389.86,89.40,82.59,9097.65,656.41,863.04,1011.91,438.56,384.55,279.34,432.26,148.10,277.11,270.16,236.71,222.07,371.92
2011-02-28,4543.55,2894.49,247.93,5234.27,5090.39,6020.49,5527.53,803.05,779.03,268.24,6863.98,5541.29,713.90,166.12,538.53,385.55,89.69,84.43,9276.65,629.35,896.88,1051.58,459.60,403.28,260.74,417.32,123.95,283.68,256.76,220.74,212.41,356.99
2011-03-31,4500.83,2855.96,260.35,5239.98,4840.44,6161.86,5406.15,803.57,774.01,267.47,6809.87,5140.82,764.90,176.92,569.24,407.74,94.39,90.85,9608.86,670.76,945.77,1108.91,482.89,423.99,264.18,401.63,132.61,290.05,258.67,214.33,219.46,363.08
2011-04-29,4694.88,2965.66,266.14,5390.56,4949.46,6475.96,5734.64,872.08,835.82,291.12,7365.09,5190.85,794.04,185.45,570.83,420.69,96.58,94.75,9658.21,701.15,983.47,1153.11,503.40,436.93,277.10,422.88,132.27,294.62,275.27,211.52,226.75,373.80
2011-05-31,4602.24,2911.02,258.10,5321.75,4833.06,6255.86,5573.71,829.00,804.08,276.02,7138.32,5118.07,781.92,182.69,556.73,409.67,93.65,93.70,9401.55,693.08,918.56,1077.00,474.80,412.00,266.55,423.36,126.38,284.12,263.55,215.49,227.09,368.60
2011-06-30,4531.21,2873.69,252.09,5225.80,4841.80,6148.60,5505.29,829.04,792.10,276.91,7003.76,5150.15,765.39,182.30,550.29,403.61,91.63,94.25,9370.52,674.73,916.23,1074.27,470.24,411.24,264.23,414.33,129.16,275.43,258.58,225.90,218.28,361.13
2011-07-29,4450.25,2825.45,249.68,5123.22,4938.68,6127.30,5418.70,775.54,761.53,259.65,6768.08,5328.41,771.72,191.38,540.52,401.85,90.30,99.15,9052.44,683.34,915.84,1073.81,468.15,413.61,257.66,398.92,129.73,267.51,251.22,217.86,219.09,357.86
2011-08-31,4138.56,2629.60,227.89,4849.84,4588.67,5794.84,4930.06,676.40,680.83,225.65,6090.82,4902.34,691.43,175.77,489.20,366.51,82.45,91.80,8567.93,614.10,793.73,930.64,428.91,359.30,244.47,353.83,123.64,247.34,239.88,192.02,200.44,347.54
2011-09-30,3782.76,2424.17,195.47,4467.63,4277.96,4936.49,4461.87,594.10,606.18,199.40,5423.76,4702.20,603.99,154.15,408.25,314.16,71.84,81.29,7073.59,531.35,645.77,757.16,356.33,281.72,232.43,328.82,122.11,210.96,229.88,154.22,170.72,320.00
2011-10-31,4175.10,2667.88,223.93,4956.36,4503.35,5680.62,4892.32,670.72,682.58,226.17,6080.60,4781.48,676.83,170.69,473.51,354.69,81.59,90.17,8313.11,598.15,738.80,866.23,398.79,330.67,237.55,346.85,116.29,227.18,237.78,157.00,191.13,337.32
2011-11-30,4075.56,2622.99,211.38,4931.75,4258.80,5282.52,4656.26,632.29,652.82,213.72,5808.45,4543.25,619.55,160.47,435.80,331.45,77.16,85.92,7818.66,553.83,718.70,842.67,392.19,322.89,230.55,331.06,110.19,211.94,231.18,156.26,174.91,322.83
2011-12-30,4074.83,2624.86,209.04,4964.32,4266.16,5234.71,4612.71,608.17,639.22,205.30,5719.40,4576.32,623.71,162.45,426.28,327.50,76.58,88.86,7697.05,562.21,648.72,760.62,366.67,291.05,227.96,348.27,103.83,200.53,230.64,150.13,179.29,321.14
2012-01-31,4280.52,2754.05,232.17,5203.76,4542.05,5740.09,4859.63,646.60,672.37,217.65,5989.07,4836.57,690.16,176.51,486.87,363.63,84.44,93.78,8669.50,615.34,747.14,876.01,410.93,333.72,229.25,350.09,102.29,206.42,230.47,169.98,197.19,339.65
2012-02-29,4491.98,2886.58,244.55,5429.17,4760.87,5996.14,5139.97,688.79,715.08,231.69,6370.81,5098.97,730.00,184.45,517.81,385.13,88.98,97.81,9116.67,651.62,809.35,948.96,443.33,362.16,234.98,358.28,110.63,217.98,238.25,140.32,211.47,353.38
2012-03-30,4552.20,2938.09,235.96,5572.81,4749.87,5826.69,5119.19,685.22,708.55,229.93,6337.56,5129.04,707.01,184.82,485.12,372.91,86.08,98.45,8824.65,632.91,774.20,907.74,425.32,343.98,240.75,372.42,114.45,225.56,244.09,140.70,200.89,359.84
2012-04-30,4503.68,2907.86,233.49,5544.75,4683.57,5916.64,5024.90,647.78,692.20,216.82,6203.66,5001.99,706.07,186.20,476.66,368.59,85.68,99.05,8496.75,635.68,753.15,883.06,419.96,334.56,238.78,400.88,116.73,222.79,245.70,98.87,202.10,365.30
2012-05-31,4119.21,2677.96,204.92,5182.12,4212.42,5216.18,4454.41,564.96,606.84,190.04,5455.37,4546.71,639.21,169.84,414.29,328.04,75.55,91.12,7383.50,577.08,620.47,727.50,359.71,272.45,225.88,394.23,108.76,195.00,234.04,83.78,184.43,344.49
2012-06-29,4331.16,2804.48,211.68,5382.67,4447.53,5543.60,4768.43,616.96,657.42,208.11,5890.82,4780.80,655.77,177.20,428.92,340.44,77.97,94.16,7670.44,588.84,694.85,814.70,390.46,302.02,224.95,387.89,107.52,197.15,233.60,80.71,187.95,346.99
2012-07-31,4388.04,2830.07,218.09,5459.51,4496.45,5911.71,4823.09,616.48,663.39,208.35,5958.23,4732.64,669.65,186.33,434.72,347.23,79.89,97.63,7773.22,603.12,709.80,832.23,400.43,307.40,227.31,424.37,107.78,201.61,236.50,79.69,191.45,350.19
2012-08-31,4501.50,2904.04,215.67,5596.51,4481.56,5926.30,4953.13,656.56,694.83,222.59,6221.64,4707.76,665.26,184.91,430.96,346.45,79.11,96.73,7732.70,597.89,728.04,853.61,405.24,314.26,231.93,449.16,111.18,207.71,241.11,79.70,190.54,352.15
2012-09-28,4627.18,2981.21,228.60,5744.90,4615.90,6154.78,5101.40,678.87,715.78,229.70,6407.06,4853.68,713.88,192.00,458.93,367.24,84.26,100.94,8031.45,636.25,762.66,894.21,423.78,332.51,241.64,483.15,114.40,217.63,251.81,81.38,204.03,367.96
2012-10-31,4597.23,2949.83,227.28,5648.48,4599.53,6266.09,5144.26,695.35,725.10,235.68,6500.93,4784.40,710.92,192.90,463.26,365.04,83.75,102.59,8000.34,636.44,758.92,889.82,417.65,323.35,240.00,494.79,110.49,215.67,251.58,75.37,206.45,372.03
2012-11-30,4658.58,2982.44,229.85,5680.01,4695.33,6371.35,5269.06,717.62,742.73,243.21,6670.62,4900.72,730.76,192.59,466.17,369.74,84.71,101.39,7869.21,652.86,762.84,894.43,416.15,325.12,243.98,496.32,108.98,220.16,256.43,79.53,214.01,374.34
2012-12-31,4748.70,3037.11,242.09,5737.17,4888.96,6529.75,5438.30,744.94,766.03,252.49,6859.25,5124.03,756.20,199.41,489.74,387.58,88.98,105.24,8381.91,678.51,811.68,951.69,449.00,345.51,249.05,536.25,115.62,225.73,259.23,94.51,219.91,389.30
2013-01-31,4992.06,3183.82,244.80,6024.03,5096.99,6861.76,5726.12,790.52,806.88,267.70,7262.02,5317.69,764.42,202.05,510.32,393.62,89.71,106.44,8696.30,682.61,841.67,986.84,447.36,359.98,267.67,590.31,122.22,242.64,278.27,110.29,227.46,408.34
